中央频道1,#genre#
咪咕直播 21,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsFjJujYC4k7tkTTuMfCGEw/ts
咪咕直播 22,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjuErVGhs6RJEd6ybYvQLa0/ts
咪咕直播 23,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuP8IqWshWgaVDBWST2wo08/ts
咪咕直播 24,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsaTunSKEYkohWbEtw16MDI/ts
咪咕直播 25,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgoiTgFBZomAy6p3khwOH34/ts
咪咕直播 26,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvOfkrwunHglJ9vArDjCV0g/ts
咪咕直播 27,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKr-TMhGQPRSv8xy-dLc9uHI/ts
咪咕直播 28,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoSPCx-zxU3ap_rYm0KF6fU/ts
咪咕直播 29,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKv3NhWzERPKMnlPwzQYGa-s/ts
咪咕直播 30,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtS5o5068PbjJWbLqeJ1xZI/ts
咪咕直播 31,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlVagwrxe5bo7eBhxPdgmK4/ts
咪咕直播 32,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhvWkaM9tHZkN8FkUX8cJ_c/ts
咪咕直播 33,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrY0RMncwaeQp0dy_NNbxgc/ts
咪咕直播 34,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKouHI2Uj74OYR1p-hkMtSXI/ts
咪咕直播 35,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgnh7mQItV5Pia7kiTq4PD4/ts
咪咕直播 36,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKglUQqtQIlflEbcT33x8JeE/ts
咪咕直播 37,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoQMAPNisE1hq-KTa9fR6LI/ts
咪咕直播 38,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoRJcVDRwWxh72Ym3WLWQ2k/ts
咪咕直播 39,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKi1QLSrUNYSYG2BUbma-Xbo/ts
咪咕直播 40,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhpBodhtTCx1sgiOxhTLUiM/ts
咪咕直播 41,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKo-Wj_Rnt7lNqeyHJPx8Vk4/ts
咪咕直播 42,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmFK7I-fXrDZWzXTYBp7JhM/ts
咪咕直播 43,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsHG8gEWhWPF4FiUBaoGicA/ts
咪咕直播 44,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKiTAF8EBSNd3Ud_2Yey0IGY/ts
咪咕直播 45,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmT32_4Z99aa_f7ipnZHNJs/ts
咪咕体育 1「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgdXLyZgOtI91jITaf-eABA/ts
咪咕体育 2「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgYoiZL3FZ9W_jW4TuOLrq4/ts
咪咕体育 3「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjt51OUmQKkH0gFt2yxbrVg/ts
咪咕体育 4「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoogazg-arleWQvo90x-v-Q/ts
咪咕体育 5「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkZOTFfuoCE3CAbUQ0lzXqw/ts
咪咕体育 6「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKm7_Dnv7XOOj05baO2rpJBE/ts
咪咕体育 7「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuWEotp8Es7eQsa53eN1eNs/ts
咪咕体育 8「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoX0h_h51NNn0tDhBZeUR3k/ts
咪咕体育 9「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKg8gJD25nc0_sRTFMbPuxD0/ts
咪咕体育 10「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpDzHuH_fXYK9pFMRRAnhBg/ts
咪咕体育 11「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkIzhkQ3czeyskNTAgxWWng/ts
咪咕体育 12「IPV6」,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKh-Vnkylj-3SGiJMcDYMieQ/ts
TVB翡翠台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuwvEDnUT3dm7ytVCbr62Ow/ts
TVB翡翠台（备用）,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKqMjvn7iVYwGzMGqoeB1naA/ts
TVB翡翠台 4K测试,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKokzyjN_QM26tQ2LbDHjWb8/ts
TVB无线新闻台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuIGroaC9wxE0wQB9Exzbvw/ts
TVB无线新闻台(备用),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlT3I1CCRgUt9-bG7ZkVSJg/ts
TVB明珠台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs3NGNIcqABaNKAUi67bA9Y/ts
TVB明珠台(备用),http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgU4kftVqoo35I7mXDg90y0/ts
TVB PLUS,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKqWCJFjtQuZ8nMD5mTKBCdA/ts
TVB娱乐新闻台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpooB_CwyiBiNiLy7Tn3_Ck/ts
TVB星河台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKh3M-sfDOyv1WJSVcFM8ElA/ts
华语剧台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKn1aHQ22eDM99Ix6qjbaGx8/ts
Now 星影台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhKooVmxbSjHc3CHgqyEsaE/ts
HOY TV Ⓖ,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKp-rTvSK3YrVa61VFkjfb58/ts
HOY TV 76,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKp3RBDcCqVOl3cz1hA7ubIY/ts
HOY TV 77,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnPfFEx1O88BHf3OAMh09BE/ts
HOY TV 78,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKssFnXxF0NyEBySQYYlJAs0/ts
凤凰中文,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjsHpwHNZDHE5L_aeueDLys/ts
凤凰资讯,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs5v52FoFMRpKEbFHPGGL14/ts
凤凰香港,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmScWnzIV0igvESt9YIAVbY/ts
RTHK32,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvNTEHRZVRSMKJPtWK19edE/ts
RTHK33,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrCb5VMuGsovsc8-BhPRZUo/ts
RTHK34,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsViIy91Y6fyfVSaoQXQW-0/ts
RTHK35,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmGI0hmtN3Nv9P3a8RYAV5U/ts
RTHK36,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs0pKAADI8the2UXxHThVMQ/ts
CCTV1,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKt0DgB0KsM9meatWSR1mdNg/ts
CCTV2,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhuATCvp4xhGgETVIvUJ-JM/ts
CCTV3,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKj-zhD76MovL0d1TsmSbN5U/ts
CCTV4,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKh8PHSdCZOuIJqr2bYmJ8aU/ts
CCTV5,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjOf_NAyc-0O3ZfuBQrxSmI/ts
CCTV5+,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs3wtth_XK3MPdMB-dNP7nU/ts
CCTV6,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkCmZZwdiqosoOODoJJjXJw/ts
CCTV7,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgCIIXklDzCn0Vow2_ZeWu0/ts
CCTV8,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjY1121mFxNHQnIjddonk3k/ts
CCTV9,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmr4OgVXZ4KJKUTnWkS7Xd0/ts
CCTV10,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjpdDA99Rhpsz2rkW8vIqrQ/ts
CCTV11,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmu6UH81spLzU41izFltHKI/ts
CCTV12,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtw8kQfmgA1ONTbcHFHrT7g/ts
CCTV13,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvKzo-rV7k8kOKFKyFkGQok/ts
CCTV14,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsWEZEyctqSE5WJowFBM5gE/ts
CCTV15,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmqX2JHwM67D2gulhaSEI_w/ts
CCTV17,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs0XRl2mppyh8VXNdsZ6g6s/ts
浙江卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvH5Rd8xy261Ca6PcUviwkM/ts
深圳卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvQmSuZZpSuDUfTSg-9WX00/ts
北京卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuW86vILxs1oS28o77CcyTM/ts
辽宁卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhYV3N-PAD0sOriYt2N2xM0/ts
湖南卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKu_BwA4gUuJ2gC57FuKpg6A/ts
江苏卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvQbyDSvvDza5hcZ-kWFXh4/ts
湖北卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjMvwAjDAcOUWvs6OLFjuyc/ts
安徽卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKn8OtM0apicUJwbKchQ4rio/ts
天津卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKv6iAXw_5cHzDg1fZiWkNKc/ts
广东卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmVO3LLN3sUCqT9XntBvuMg/ts
东方卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrC0X4FgMBpTRlv-4ah7WJg/ts
山东卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKq7p4I7ztWj8AGI4TaUhSLI/ts
上海卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgnXjZBethuPgM4e0jhlK-8/ts
东南卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuFPcKUa3Zg04FlE2yh9HZQ/ts
河南卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtKlWhGtSRLq1u8NZOLGgDg/ts
重庆卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKupLBkbMFfDo8K7nIWm4V3Y/ts
贵州卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjSX7sX_JxJxbPNIdE0spNc/ts
河北卫视 高清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhFnl790FrCGslEFE3_oUJk/ts
南方卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnNKi71496Qc9ZxKUAIbczE/ts
三沙卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkT3wGVbMpkQSM1XhW81UbM/ts
海南卫视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKn2wIwc4gtN0VNS6IWyVVVQ/ts
江西卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKu0OSiqreCi8zVKsF2lOfdY/ts
吉林卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgFJ7k0cCmeQFFXWBlty1zk/ts
广西卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKp5b7D14ye7w0mfsMwsTuN4/ts
陕西卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhW9GXsqDib1xJE1uuy7uzw/ts
甘肃卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhvTrbWdM2s5PgLr9XaWHmk/ts
青海卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhQkEJObCee6JQYm83yUo2I/ts
云南卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKv55MmlJwaaXdd4CQOJBMfw/ts
宁夏卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnTj4vsqDlkkfOiwgQfa5-g/ts
西藏卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhYQxST1OxNQBBvPIPT2bog/ts
新疆卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnqF8HTU6iwn6XqNFg7I2aQ/ts
内蒙古卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkaW23OSFqUv2uJWKrhlE9k/ts
厦门卫视 标清,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrIqJgyi-D7NuzhODrpk6VA/ts
民视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpqncZZ7vNxBT5gxVR8zrIo/ts
民视新闻,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmUpvLD78isBzB_El-KX6OE/ts
台视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKoNPc0tw73ojtVA95iWThDs/ts
台视新闻,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKo80yx5YcVwhW5qrQe-FUP8/ts
中视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKqjuDn4RUgSBW9OgLfbiyjI/ts
华视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKptGnyKsVvYOi5aR_tX1yZk/ts
非凡新闻,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKr2WwbVdHJVIKKK705vhaXY/ts
三立台灣,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvTJof1zC3gCd1lLctPdtRI/ts
三立新聞,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKl_vAMrQKy-R0MfQQ31Zghs/ts
三立戏剧,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgf8DPDINfgPKPhcMC9Rsek/ts
TVBS NEWS,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKiOYN-SwCe5Sm9EtDEowTRw/ts
TVBS新聞,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsuRjkQS07Q9nLExUYinPYU/ts
TVBS亚洲,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKovV_CHxbbCYYu3Cpwtv-Qw/ts
半岛新闻台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmSCTbUeOSL_GBYArsqhBEs/ts
环球电视台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKqAd5XEGYMilDlplvNYDQQc/ts
MoMo综合,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpak5ADUOhKhfPvACyThPNQ/ts
中天娱乐台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrYSBzynA65GDW_mC4Fhc1I/ts
东森美洲,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsb-ddUcafO5mOrosr-qNkw/ts
东森美洲2,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmCU23bds30ywkMIPkslQwI/ts
东森超视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjDI_M0KX1OAoFu0cxK-9oo/ts
S超视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKojjnoWsUv7HNR0zfJqXqNM/ts
大爱一台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKqBaJ81NpQjKaKBSa_07pak/ts
大爱二台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKqceYh2rkmjcAb_ERD1vEbE/ts
八大第一,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmA0xZYlGzpWdIMrP4EuymM/ts
八大综合,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpiXTgMFBEhSEguALu5-Rmw/ts
八大戏剧,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKqWSGvgShhPRQJvH4sB0Ajg/ts
华语电视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs1ytKzwKVf7Od5Ap0iopao/ts
大立电视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgCSUyy-676G1JGrOojBw6Q/ts
纬来体育,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjfdumwVVZMNGjxlcGqBwl4/ts
纬来育乐,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuoMHWVeVmIuFXxDxyh4mso/ts
纬来日本,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhiRWnQpMs8kOwPO-iD-8Io/ts
纬来精彩,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkNO1dvguqPwKrBbC9k7DpM/ts
ELTA体育3,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs5st2YFlso26ECFjRRBrZ8/ts
ELTA体育4,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhOFrgQApR7l57BbEDijLSY/ts
DAZN体育1,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsfv5BkCm-zanqRH6Wb_Qn8/ts
DAZN体育2,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgrAUiLhiODiMZ-yzFhz6eQ/ts
亚洲新闻台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKrDudd1GGG4Y1pUCiZbABkE/ts
BBC new,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsEaPFcj3qMzfkdwMKsTyVg/ts
CNN new,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKpYR7bVELYJ_sxzgPglahzY/ts
广东卫视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKud7nqmJgGqJ4ELPMTPpZcQ/ts
广东珠江,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnuLrPFx6bF1ijTL93zOnTA/ts
广东新闻,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKiUb-IhzmA8fxp0yJ_G0-kM/ts
广东公共,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKk7mZxKzB5bodPpQILz2xIU/ts
广东体育,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKu0TsEFhAEgO0wWWkK_jzLI/ts
经济科教,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvVQNP4a7MgBgq0dIOW2Xxo/ts
广东影视,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjkX_iVeQt3P3iMtSchGJkc/ts
广东少儿,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKi6HDlS-2e1Doke4six-wU4/ts
myTV SUPER 直播足球3台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKjDZ8_ARr0hc5uAC0LDVq6U/ts
myTV SUPER 直播足球4台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsCQSM-HuDsKmDHoOoAfnEg/ts
myTV SUPER 直播足球5台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnXAQCFFCPt8sp5_liLIIPk/ts
myTV SUPER 直播足球6台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKqxNFdsGjaNbk1txXC_-aII/ts
曼联官方 MUTV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKud3tl-hbzJj5HoUKOa7qCA/ts
皇马RMTV,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuMUUzzRCjMiExbfQsba5N4/ts
魅力足球,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhKkFVXBOLMgicKvJMFesbs/ts
五大联赛经典,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgymETpX7VN1dJibapj_sDM/ts
劲爆体育,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlctpSkubmDzZCX4PpmwX8Q/ts
UK: Sky Sports Premier League FHD 1,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKnpf_NZZWOlHs29YbIO2feA/ts
UK: Sky Sports Premier League FHD 2,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs0f5rTCsMO52wTBmEhFVwM/ts
PPV| HUB PREMIER 2 FHD,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvSdk_CrsffPB-WfokaiLcY/ts
Hub Premier 2 4K,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuktkq8_26JAvzHwYpVkzd0/ts
Astro SuperSport 4K,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKiN80xZ4_4axjIxV_d7qJto/ts
BeIN Sport Arabic 4K,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsTvFkpLO1trG6zwWyaqSGQ/ts
UK: Sky Sports Main Event 4K,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuDo46mfMuahDowccacc8qc/ts
SKY SPORTS FOOTBALL,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKhcEO7aiCZVwg2lw0xERFkM/ts
ELEVEN SPORTS 4K [葡语],http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKuwRBWGrfeIHxYNYO31KyKk/ts
ELEVEN SPORTS 1 [葡语],http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKkk7HyHCAu9qNbFhTaaG-po/ts
ELEVEN SPORTS 2 [葡语],http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmKg_eBh23KtBp-44mEpIxE/ts
ELEVEN SPORTS 3 [葡语],http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsvIR1mGj10qPRk5OzpS1A8/ts
ELEVEN SPORTS 4 [葡语],http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKs0dftF2_W74EkkMAj7ajBw/ts
ELEVEN SPORTS 5 [葡语],http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKl8IGynrKqxrG_Fkx9efdBQ/ts
ELEVEN SPORTS 6 [葡语],http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKsUm_gGtqMAVXoTeyF43fcY/ts
中国足球风云,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgPAF8XubWIn3tSxyhuyNl8/ts
翡翠台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKu5ejvq1p-Kj4koDN-pHPGg/ts
翡翠台 4K,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlBM6e0w35_3WpP2thUn6_0/ts
明珠台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKr0Erjh4wBbS4kIz81RMGhM/ts
TVB Plus,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvXEXGEmwnkD4oHQKN4Em70/ts
無線新聞台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKgwV4TJIF_9h7joKw3O6VW4/ts
華語劇台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKllfYuMbeCbpbwg6ZyVp8pw/ts
鳳凰衛視中文台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKmy2cCp_f3VN4plMYS70Xnw/ts
鳳凰衛視資訊台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKm1g6xmhPbXF9bt061UmS1s/ts
鳳凰衛視香港台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKtrx48d0LiwFJb83F_RBEIA/ts
黃金翡翠台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKvkPBn5JYJTrC3O2vRoI8JI/ts
黃金華劇台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKiwdURQrtDDzxzogS-HcGKM/ts
亞洲劇台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlGTewvlHLF09OT13I8MQVg/ts
亞洲新聞台,http://38.46.221.138:80/play/bP3gOc5Zx4Ta2V7BzZrTKlUygdFw1y8ZVSGAePDTdy4/ts
